Steps (m),MeanDistance (d),Square root of Steps (m),Log (m),Log (d)
1082,29.67652669,32.89376841,10.07948478,4.891250345
1084,29.11046267,32.92415527,10.08214904,4.863465864
1086,28.61730417,32.95451411,10.08480839,4.838815868
1088,28.56881485,32.984845,10.08746284,4.836369284
1090,28.84138945,33.01514804,10.09011242,4.850068764
1092,28.92531581,33.04542328,10.09275714,4.854260806
1094,29.70135692,33.07567082,10.09539702,4.892456937
1096,28.87044396,33.10589071,10.09803208,4.851521388
1098,28.99103598,33.13608305,10.10066234,4.857534983
1100,29.52339832,33.1662479,10.10328781,4.883786889
1102,30.09767632,33.19638535,10.10590851,4.911580203
1104,29.49610596,33.22649545,10.10852446,4.882452599
1106,29.46325524,33.2565783,10.11113567,4.88084493
1108,28.98095139,33.28663395,10.11374217,4.857033052
1110,29.68100132,33.3166625,10.11634396,4.891467858
1112,29.90460457,33.346664,10.11894107,4.902295736
1114,29.35095932,33.37663854,10.12153352,4.875335753
1116,29.60872692,33.40658618,10.12412131,4.887950555
1118,29.70213646,33.43650699,10.12670447,4.892494802
1120,30.07308168,33.46640106,10.12928302,4.910400808
1122,29.85219491,33.49626845,10.13185696,4.899765106
1124,30.17572978,33.52610923,10.13442632,4.915316757
1126,29.89297972,33.55592347,10.13699111,4.901734806
1128,29.78242556,33.58571125,10.13955135,4.89638935
1130,29.07744905,33.61547263,10.14210706,4.861828803
1132,29.19776667,33.64520768,10.14465824,4.867786117
1134,30.52811259,33.67491648,10.14720492,4.932066492
1136,30.15023598,33.70459909,10.14974712,4.914097389
1138,29.77571724,33.73425559,10.15228484,4.896064355
1140,30.02784619,33.76388603,10.15481811,4.908229093
1142,29.92387503,33.7934905,10.15734694,4.903225106
1144,29.79122656,33.82306905,10.15987134,4.896815618
1146,30.12887063,33.85262176,10.16239133,4.91307469
1148,29.75903832,33.88214869,10.16490693,4.895256
1150,30.78692919,33.91164992,10.16741815,4.944246069
1152,30.76698069,33.9411255,10.169925,4.943310967
1154,30.89842758,33.9705755,10.17242751,4.949461516
1156,30.40409614,34,10.17492568,4.926193796
1158,30.96628646,34.02939905,10.17741954,4.952626477
1160,30.47035919,34.05877273,10.17990909,4.929334602
1162,29.67584012,34.0881211,10.18239435,4.891216968
1164,29.87352493,34.11744422,10.18487534,4.900795574
1166,30.70392387,34.14674216,10.18735207,4.940351134
1168,29.65639196,34.17601498,10.18982456,4.890271183
1170,30.51493157,34.20526275,10.19229281,4.93144345
1172,30.70790229,34.23448554,10.19475685,4.940538058
1174,30.66746974,34.2636834,10.19721669,4.938637235
1176,29.66158869,34.2928564,10.19967234,4.890523966
1178,30.24733962,34.3220046,10.20212382,4.918736352
1180,30.12487377,34.35112807,10.20457114,4.912883291
1182,30.05150933,34.38022688,10.20701432,4.909365547
1184,30.3617577,34.40930107,10.20945337,4.924183409
1186,30.25228272,34.43835072,10.21188829,4.918972101
1188,30.73369535,34.46737588,10.21431912,4.941749339
1190,30.56317198,34.49637662,10.21674586,4.933722375
1192,31.18551543,34.525353,10.21916852,4.962804199
1194,30.69346203,34.55430509,10.22158712,4.939859477
1196,30.75048409,34.58323293,10.22400167,4.942537217
1198,30.48023833,34.6121366,10.22641219,4.929802278
1200,30.61060933,34.64101615,10.22881869,4.935959858
1202,31.40624261,34.66987165,10.23122118,4.972979447
1204,30.69483234,34.69870315,10.23361968,4.939923885
1206,31.21444601,34.72751071,10.23601419,4.964141956
1208,30.52080837,34.75629439,10.23840474,4.931721268
1210,30.54480727,34.78505426,10.24079133,4.932855232
1212,29.78995931,34.81379037,10.24317398,4.896754248
1214,30.82889618,34.84250278,10.24555271,4.94621133
1216,30.33228822,34.87119155,10.24792751,4.922782432
1218,30.69788582,34.89985673,10.25029842,4.940067395
1220,31.75846451,34.92849839,10.25266543,4.989069256
1222,31.99318189,34.95711659,10.25502857,4.999692578
1224,31.24628206,34.98571137,10.25738784,4.965612631
1226,30.07134243,35.0142828,10.25974326,4.910317368
1228,31.13747058,35.04283094,10.26209485,4.960579848
1230,31.91609957,35.07135583,10.2644426,4.996212447
1232,31.70008761,35.09985755,10.26678654,4.986414922
1234,30.83463529,35.12833614,10.26912668,4.946479877
1236,31.05952417,35.15679166,10.27146303,4.956963823
1238,31.16189352,35.18522417,10.2737956,4.961710995
1240,30.82874294,35.21363372,10.27612441,4.946204159
1242,32.48584927,35.24202037,10.27844946,5.021739517
1244,31.59854427,35.27038418,10.28077077,4.981786191
1246,31.08166532,35.29872519,10.28308835,4.957991899
1248,30.48530402,35.32704347,10.28540222,4.930042028
1250,31.04875412,35.35533906,10.28771238,4.956463474
1252,30.44560895,35.38361203,10.29001885,4.928162264
1254,31.32329818,35.41186242,10.29232163,4.969164224
1256,31.15307229,35.44009029,10.29462075,4.961302543
1258,31.96525855,35.4682957,10.29691621,4.998432858
1260,30.26654596,35.4964787,10.29920802,4.919652138
1262,31.91383837,35.52463934,10.30149619,4.996110231
1264,31.74903803,35.55277767,10.30378075,4.988640975
1266,31.82734272,35.58089375,10.30606169,4.992194806
1268,31.99805824,35.60898763,10.30833903,4.999912455
1270,31.28389961,35.63705936,10.31061278,4.967348454
1272,31.24990455,35.665109,10.31288296,4.965779878
1274,31.29427594,35.6931366,10.31514956,4.967826892
1276,31.78103119,35.7211422,10.31741261,4.990094031
1278,32.30034615,35.74912586,10.31967212,5.013477721
1280,31.77736969,35.77708764,10.32192809,4.989927808
1282,31.21264279,35.80502758,10.32418055,4.964058611
1284,32.18374281,35.83294573,10.32642949,5.008260209
1286,31.31758524,35.86084215,10.32867493,4.968901072
1288,31.53920511,35.88871689,10.33091688,4.979074395
1290,32.04817223,35.91656999,10.33315535,5.002170174
1292,32.80798159,35.94440151,10.33539035,5.035974934
1294,31.81795727,35.9722115,10.3376219,4.991769312
1296,32.42770582,36,10.33985,5.019155055
1298,32.13807152,36.02776707,10.34207467,5.006211456
1300,32.43977244,36.05551275,10.34429591,5.019691794
1302,32.73257591,36.08323711,10.34651373,5.032655235
1304,31.78123936,36.11094017,10.34872815,4.990103481
1306,32.23150218,36.138622,10.35093918,5.010399523
1308,31.84935725,36.16628264,10.35314683,4.993192353
1310,31.60294515,36.19392214,10.3553511,4.981987108
1312,32.27262395,36.22154055,10.357552,5.012238977
1314,32.71756395,36.24913792,10.35974956,5.031993428
1316,31.73043992,36.27671429,10.36194377,4.987795618
1318,32.17271357,36.30426972,10.36413466,5.007765718
1320,32.32174445,36.33180425,10.36632221,5.014433159
1322,32.02434003,36.35931793,10.36850646,5.001096934
1324,33.6478236,36.3868108,10.37068741,5.072441287
1326,32.42430481,36.41428291,10.37286506,5.019003738
1328,32.9348094,36.44173432,10.37503943,5.041541296
1330,31.98718449,36.46916506,10.37721053,4.999422107
1332,32.27232498,36.49657518,10.37937837,5.012225612
1334,32.07778994,36.52396474,10.38154295,5.003502843
1336,32.50014555,36.55133376,10.38370429,5.022374274
1338,32.74870471,36.57868232,10.3858624,5.033365941
1340,32.81698648,36.60601044,10.38801729,5.03637086
1342,32.85659377,36.63331817,10.39016896,5.038111019
1344,33.34940007,36.66060556,10.39231742,5.059588903
1346,32.48348057,36.68787266,10.39446269,5.021634319
1348,31.85204186,36.7151195,10.39660478,4.993313954
1350,33.28489708,36.74234614,10.39874369,5.056795802
1352,33.12798723,36.76955262,10.40087944,5.049978647
1354,33.15276531,36.79673899,10.40301202,5.051057307
1356,33.11839146,36.82390528,10.40514146,5.049560699
1358,32.22693004,36.85105155,10.40726776,5.010194858
1360,33.74170366,36.87817783,10.40939094,5.076460914
1362,32.13525798,36.90528417,10.41151099,5.006085149
1364,32.76987582,36.93237063,10.41362793,5.034298301
1366,32.95012261,36.95943723,10.41574177,5.042211928
1368,32.83293488,36.98648402,10.41785251,5.037071811
1370,33.46277585,37.01351105,10.41996018,5.064485221
1372,33.34547337,37.04051835,10.42206477,5.059419025
1374,32.46311906,37.06750599,10.42416629,5.020729716
1376,32.20299422,37.09447398,10.42626475,5.009122931
1378,32.74277911,37.12142239,10.42836017,5.033104874
1380,32.22746227,37.14835124,10.43045255,5.010218684
1382,32.64411101,37.17526059,10.4325419,5.028750848
1384,32.77397072,37.20215048,10.43462823,5.034478568
1386,33.54424825,37.22902094,10.43671154,5.067993507
1388,33.35869353,37.25587202,10.43879185,5.059990883
1390,33.60014665,37.28270376,10.44086917,5.070395625
1392,33.54710298,37.30951621,10.4429435,5.06811628
1394,34.14022569,37.33630941,10.44501485,5.09340069
1396,33.37615376,37.36308338,10.44708323,5.060745804
1398,33.60395437,37.38983819,10.44914865,5.070559108
1400,32.75455924,37.41657387,10.45121111,5.03362383
1402,33.58009563,37.44329045,10.45327063,5.069534434
1404,32.74263795,37.46998799,10.45532722,5.033098654
1406,32.93449901,37.49666652,10.45738088,5.041527699
1408,33.33956502,37.52332608,10.45943162,5.059163377
1410,33.77847191,37.54996671,10.46147945,5.078032159
1412,33.44101908,37.57658846,10.46352437,5.063546907
1414,32.96107211,37.60319135,10.4655664,5.042691264
1416,33.39445464,37.62977544,10.46760555,5.061536649
1418,33.39851,37.65634077,10.46964182,5.061711837
1420,33.25861852,37.68288736,10.47167521,5.055656339
1422,33.11840071,37.70941527,10.47370575,5.049561102
1424,33.5190536,37.73592453,10.47573343,5.066909511
1426,33.6879834,37.76241518,10.47775827,5.074162165
1428,33.15296782,37.78888726,10.47978026,5.05106612
1430,32.03849917,37.8153408,10.48179943,5.001734662
1432,33.75634652,37.84177586,10.48381578,5.077086863
1434,33.86394026,37.86819246,10.48582931,5.081677944
1436,33.44406967,37.89459064,10.48784003,5.063678509
1438,32.85290428,37.92097045,10.48984796,5.037949009
1440,33.05395064,37.94733192,10.4918531,5.046750809
1442,33.33008989,37.97367509,10.49385545,5.058753303
1444,34.58902357,38,10.49585503,5.112242383
1446,34.23359206,38.02630668,10.49785184,5.097340774
1448,33.50602773,38.05259518,10.49984589,5.066348754
1450,33.30326397,38.07886553,10.50183718,5.057591674
1452,33.59252703,38.10511777,10.50382574,5.070068423
1454,33.24564988,38.13135193,10.50581155,5.055093675
1456,35.01976054,38.15756806,10.50779464,5.130097314
1458,34.19993033,38.18376618,10.509775,5.095921481
1460,33.48599759,38.20994635,10.51175265,5.065486043
1462,34.50877162,38.23610859,10.5137276,5.108891215
1464,33.20710372,38.26225294,10.51569984,5.053419993
1466,34.48180938,38.28837944,10.51766939,5.107763575
1468,34.1964853,38.31448812,10.51963625,5.095776148
1470,34.84270936,38.34057903,10.52160044,5.122784907
1472,33.74126242,38.36665219,10.52356196,5.076442047
1474,34.76696559,38.39270764,10.52552081,5.119645251
1476,34.39141662,38.41874542,10.52747701,5.103976638
1478,32.33802515,38.44476557,10.52943055,5.015159672
1480,34.29965204,38.47076812,10.53138146,5.100122036
1482,35.098974,38.49675311,10.53332973,5.133356954
1484,34.56010333,38.52272057,10.53527538,5.111035626
1486,33.79380492,38.54867053,10.5372184,5.078686891
1488,33.21304545,38.57460304,10.53915881,5.053678111
1490,34.46437403,38.60051813,10.54109662,5.107033907
1492,34.74394598,38.62641583,10.54303182,5.11868971
1494,33.23693247,38.65229618,10.54496443,5.054715333
1496,34.9611001,38.67815921,10.54689446,5.127678677
1498,35.06244826,38.70400496,10.54882191,5.131854832
1500,32.75043174,38.72983346,10.55074679,5.03344202
1502,34.68551198,38.75564475,10.5526691,5.116261275
1504,35.4004621,38.78143886,10.55458885,5.145696288
1506,34.05757119,38.80721582,10.55650605,5.089903648
1508,34.32834876,38.83297568,10.55842071,5.101328558
1510,36.32115596,38.85871846,10.56033283,5.182738214
1512,35.7345184,38.88444419,10.56224242,5.15924644
1514,36.57290647,38.91015292,10.56414949,5.192703378
1516,33.85184036,38.93584467,10.56605404,5.081162363
1518,33.21780381,38.96151948,10.56795608,5.053884788
1520,34.21700218,38.98717738,10.56985561,5.096641463
1522,35.59785282,39.01281841,10.57175264,5.153718319
1524,34.17158827,39.03844259,10.57364719,5.094725399
1526,35.52770148,39.06404997,10.57553925,5.150872449
1528,34.64213674,39.08964057,10.57742883,5.114456014
1530,35.13007154,39.11521443,10.57931594,5.13463461
1532,35.84456795,39.14077158,10.58120058,5.163682598
1534,34.72750918,39.16631206,10.58308277,5.118007032
1536,34.60924815,39.19183588,10.5849625,5.113085696
1538,34.34744039,39.2173431,10.58683979,5.102130687
1540,34.95870087,39.24283374,10.58871464,5.127579668
1542,34.51344364,39.26830783,10.59058705,5.109086523
1544,35.14607834,39.29376541,10.59245704,5.135291815
1546,34.36907498,39.3192065,10.5943246,5.103039118
1548,34.87405699,39.34463115,10.59618976,5.124082301
1550,35.20413671,39.37003937,10.5980525,5.13767306
1552,35.16674956,39.39543121,10.59991284,5.136140089
1554,35.34561539,39.42080669,10.60177079,5.143459355
1556,35.50148348,39.44616585,10.60362634,5.149807406
1558,34.97643633,39.47150871,10.60547952,5.128311399
1560,36.10853917,39.49683532,10.60733031,5.17426815
1562,34.89686808,39.52214569,10.60917874,5.125025658
1564,34.69584708,39.54743987,10.6110248,5.116691085
1566,34.6912918,39.57271787,10.6128685,5.116501658
1568,36.22119483,39.59797975,10.61470984,5.178762232
1570,35.8821097,39.62322551,10.61654884,5.165192811
1572,34.46333923,39.6484552,10.6183855,5.106990589
1574,34.56029492,39.67366885,10.62021983,5.111043624
1576,35.4202765,39.69886648,10.62205182,5.146503569
1578,34.7071218,39.72404813,10.62388149,5.117159825
1580,35.56915117,39.74921383,10.62570884,5.152554641
1582,34.5802353,39.7743636,10.62753388,5.111875781
1584,36.38662825,39.79949748,10.62935662,5.185336466
1586,35.33341759,39.8246155,10.63117706,5.142961394
1588,34.71364104,39.84971769,10.6329952,5.117430789
1590,34.9690311,39.87480407,10.63481105,5.128005918
1592,34.48191904,39.89987469,10.63662462,5.107768162
1594,34.37173312,39.92492956,10.63843591,5.103150693
1596,35.7521764,39.94996871,10.64024494,5.159959163
1598,34.6915409,39.97499218,10.64205169,5.116512017
1600,36.0885787,40,10.64385619,5.173470421
1602,36.4739117,40.02499219,10.64565843,5.188793027
1604,36.46081846,40.04996879,10.64745843,5.188275042
1606,36.51529408,40.07492982,10.64925618,5.190428945
1608,35.1211747,40.09987531,10.65105169,5.134269194
1610,35.08243721,40.1248053,10.65284497,5.132677072
1612,36.64636512,40.1497198,10.65463603,5.195598202
1614,35.79847591,40.17461885,10.65642486,5.161826262
1616,35.42570404,40.19950248,10.65821148,5.14672462
1618,35.6495636,40.22437072,10.65999589,5.155812511
1620,35.89012699,40.24922359,10.6617781,5.165515123
1622,35.140211,40.27406113,10.6635581,5.135050949
1624,36.0769311,40.29888336,10.66533592,5.173004715
1626,35.71042002,40.32369031,10.66711154,5.158273197
1628,35.82562897,40.348482,10.66888498,5.162920128
1630,35.39985012,40.37325848,10.67065625,5.145671347
1632,35.53860111,40.39801975,10.67242534,5.151314989
1634,35.25400307,40.42276586,10.67419227,5.139715179
1636,36.19926071,40.44749683,10.67595703,5.177888329
1638,36.31923371,40.47221269,10.67771964,5.182661859
1640,36.74192155,40.49691346,10.6794801,5.199355174
1642,35.23274099,40.52159918,10.68123841,5.138844811
1644,36.76366972,40.54626987,10.68299458,5.200208877
1646,36.84877642,40.57092555,10.68474862,5.203544809
1648,36.01511666,40.59556626,10.68650053,5.170530672
1650,36.11492669,40.62019202,10.68825031,5.174523337
1652,36.57757106,40.64480287,10.68999797,5.192887371
1654,36.1579331,40.66939882,10.69174352,5.176240306
1656,36.23162352,40.6939799,10.69348696,5.179177548
1658,36.86547604,40.71854614,10.69522829,5.204198481
1660,35.91737247,40.74309757,10.69696753,5.166609909
1662,35.73406047,40.76763422,10.69870467,5.159227952
1664,35.2520419,40.79215611,10.70043972,5.13963492
1666,36.52534508,40.81666326,10.70217269,5.190825998
1668,36.5220793,40.84115571,10.70390357,5.190696999
1670,35.75798445,40.86563348,10.70563239,5.160193514
1672,35.52970884,40.8900966,10.70735913,5.150953961
1674,35.92293005,40.91454509,10.70908381,5.166833123
1676,36.404781,40.93897898,10.71080643,5.186056025
1678,37.33712545,40.9633983,10.712527,5.222538955
1680,37.2635669,40.98780306,10.71424552,5.219693872
1682,36.44948692,41.01219331,10.71596199,5.187826602
1684,35.35342518,41.03656906,10.71767642,5.143778091
1686,37.08081409,41.06093034,10.71938882,5.212601013
1688,35.9546814,41.08527717,10.72109919,5.168107721
1690,36.01502035,41.10960958,10.72280753,5.170526814
1692,35.66432178,41.1339276,10.72451385,5.156409633
1694,36.21511991,41.15823125,10.72621816,5.178520247
1696,36.26750525,41.18252056,10.72792045,5.180605604
1698,36.66179837,41.20679556,10.72962074,5.196205651
1700,35.46523501,41.23105626,10.73131903,5.148333603
1702,36.72536539,41.25530269,10.73301532,5.198704939
1704,36.17854366,41.27953488,10.73470962,5.17706243
1706,37.17050487,41.30375286,10.73640193,5.216086379
1708,36.83148932,41.32795664,10.73809226,5.20286783
1710,35.97535402,41.35214626,10.73978061,5.168936979
1712,36.49830562,41.37632173,10.74146699,5.189757585
1714,36.41274754,41.40048309,10.74315139,5.186371699
1716,36.77757622,41.42463035,10.74483384,5.200754499
1718,37.84623669,41.44876355,10.74651432,5.242077945
1720,36.33116017,41.47288271,10.74819285,5.183135531
1722,35.98082763,41.49698784,10.74986943,5.169156467
1724,37.31199117,41.52107898,10.75154406,5.221567447
1726,36.86540361,41.54515616,10.75321675,5.204195647
1728,36.69329487,41.56921938,10.7548875,5.197444552
1730,37.06417067,41.59326869,10.75655632,5.211953326
1732,36.85453627,41.61730409,10.75822321,5.2037703
1734,36.51637646,41.64132563,10.75988818,5.190471708
1736,37.73212909,41.66533331,10.76155123,5.237721603
1738,37.32403538,41.68932717,10.76321237,5.22203307
1740,35.53406464,41.71330723,10.76487159,5.151130819
1742,37.25889581,41.73727351,10.76652891,5.219513015
